Artist,Total Views,Total Subscribers,Avg
Rascal Flatts,575.7,100000000.0,0.1
miss A,574.8,100000000.0,0.06
Khaled,574.5,100000000.0,0.27
Matchbox Twenty,573.9,100000000.0,0.18
DeJ Loaf,572.9,200000000.0,0.13
Cheat Codes,571.4,200000000.0,0.07
E-Girls,568.2,,0.03
Luther Vandross,565.0,200000000.0,0.21
Ligabue,564.9,,0.07
Girl's Day,563.4,,0.06
Enya,561.3,100000000.0,0.22
Zay & Zayion,559.6,100000000.0,0.03
Mithoon,559.1,100000000.0,0.21
MC Brinquedo,558.4,100000000.0,0.04
Emis Killa,558.0,,0.08
The Calling,557.4,100000000.0,0.13
Bone Thugs-N-Harmony,557.2,200000000.0,0.13
Hoàng Thuỳ Linh,556.9,100000000.0,0.58
Ahmed Chawki,556.1,200000000.0,0.07
Kelly Rowland,554.3,100000000.0,0.1
D.R.A.M.,553.2,100000000.0,0.05
Portugal. The Man,553.0,100000000.0,0.09
Scooter,551.8,,0.09
WALK THE MOON,551.5,100000000.0,0.08
Empire Of The Sun,551.2,300000000.0,0.18
George Strait,550.9,100000000.0,0.23
Ashanti,550.3,100000000.0,0.17
Aminé,548.3,100000000.0,0.06
Bow Wow,547.4,200000000.0,0.11
Rochak Kohli,546.4,100000000.0,0.01
Sara Bareilles,545.3,200000000.0,0.08
Y2K,545.2,100000000.0,0.11
f(x),544.9,100000000.0,0.04
The All-American Rejects,544.7,200000000.0,0.09
Kay One,544.6,200000000.0,0.04
Lary Over,543.4,100000000.0,0.05
K'Naan,541.5,100000000.0,0.32
Sevyn Streeter,537.9,100000000.0,0.11
Malú,537.6,,0.06
Bridgit Mendler,536.7,200000000.0,0.04
back number,536.6,100000000.0,0.01
Bob Dylan,535.3,,0.2
Eiffel 65,534.7,200000000.0,0.09
Colbie Caillat,533.3,100000000.0,0.07
Erol Evgin,532.3,100000000.0,0.08
Wanna One,531.2,100000000.0,0.04
GReeeeN,531.1,,0.1
Heuss L'Enfoiré,531.0,200000000.0,0.2
Chi Dân,528.3,100000000.0,0.03
Pollo,527.7,200000000.0,0.09
Marracash,526.7,,0.28
Pusho,526.6,100000000.0,0.03
Richard Marx,526.0,100000000.0,0.21
R-chord,524.5,,0.07
Playboi Carti,524.0,100000000.0,0.11
Derya Uluğ,521.9,200000000.0,0.1
Sławomir,521.9,100000000.0,0.04
UM44K,519.6,200000000.0,0.06
Coez,519.0,100000000.0,0.13
Ailee,518.8,100000000.0,0.09
Kemilly Santos,517.0,100000000.0,0.12
Sinéad O'Connor,516.3,200000000.0,0.25
Queens of the Stone Age,515.5,100000000.0,0.1
Beastie Boys,515.5,100000000.0,0.11
Jacob Forever,515.3,200000000.0,0.15
Judas Priest,514.3,,0.19
Playa Limbo,514.1,100000000.0,0.09
Johnny Cash,513.9,200000000.0,0.28
Jimi Hendrix,513.6,100000000.0,0.13
Soundgarden,512.6,100000000.0,0.14
Annalisa,511.6,,0.26
Simon & Garfunkel,510.0,100000000.0,0.17
Meat Loaf,508.1,100000000.0,0.19
Paloma Mami,508.0,200000000.0,0.16
Jefferson Moraes,506.9,100000000.0,0.06
Aun Feeble Heart,505.5,100000000.0,0.03
Emma Marrone,503.2,,0.08
Bonde da Stronda,502.7,100000000.0,0.06
Starship,499.3,200000000.0,0.33
K. Michelle,499.0,,0.06
Munhoz & Mariano,498.6,100000000.0,0.03
Lilit Hovhannisyan,498.0,100000000.0,0.12
Cole Swindell,496.6,100000000.0,0.19
The xx,496.0,,0.06
Zendaya,495.1,100000000.0,0.05
Hayley Kiyoko,495.0,100000000.0,0.07
Fleetwood Mac,494.9,,0.36
Elisa,492.4,,0.1
Zaho,492.1,100000000.0,0.2
OK Go,490.6,,0.04
Boef,490.5,,0.17
Momoiro Clover Z,489.9,,0.08
Lou Bega,489.7,100000000.0,0.16
Amir,488.8,200000000.0,0.14
Ayumi Hamasaki,487.4,,0.14
Young Money,487.0,100000000.0,0.07
Hinder,486.0,100000000.0,0.12
Theory of a Deadman,485.4,100000000.0,0.06
Rage Against The Machine,484.7,100000000.0,0.19
Colonel Reyel,484.4,100000000.0,0.04
Gülben Ergen,484.3,100000000.0,0.09
TVXQ,482.9,,0.07
Take That,482.2,,0.14
Las Ketchup,481.9,200000000.0,0.18
Andreas Gabalier,481.8,100000000.0,0.07
Gliss,481.7,200000000.0,0.02
Showtek,480.9,200000000.0,0.02
KARA,478.7,100000000.0,0.18
Diddy – Dirty Money,478.3,100000000.0,0.06
Deep Purple,476.9,200000000.0,0.18
Karmin,475.1,100000000.0,0.07
Vanilla Ice,474.2,100000000.0,0.16
Ton Carfi,473.7,200000000.0,0.24
Negramaro,472.1,,0.07
Nimo,472.0,,0.07
Mohombi,471.2,200000000.0,0.08
Retrospect,470.7,100000000.0,0.04
Luma Elpidio,470.0,200000000.0,0.12
Big Shaq,469.9,100000000.0,0.04
Bappi Lahiri,469.9,100000000.0,0.08
BTOB,468.2,,0.08
Sachet Tandon,466.2,100000000.0,0.12
Kell Smith,463.3,100000000.0,0.1
Eva,462.5,100000000.0,0.07
Cheryl,459.3,,0.03
Blackstreet,458.7,100000000.0,0.16
Fridaynight to Sunday,458.4,100000000.0,0.1
Hilary Duff,458.2,,0.03
Belanova,458.0,100000000.0,0.22
A.R. Rahman,455.7,100000000.0,0.07
Hương Tràm,455.1,200000000.0,0.06
Sam Tsui,455.1,,0.02
Akcent,451.1,100000000.0,0.03
Sigma,451.0,100000000.0,0.03
Parampara Tandon,450.9,100000000.0,0.11
Discopraise,450.6,100000000.0,0.09
MØ,449.7,100000000.0,0.04
Billy Currington,448.7,100000000.0,0.09
Grimes,448.6,,0.17
Anaïs Delva,447.9,100000000.0,0.05
Jaden Smith,447.9,100000000.0,0.04
MC Guimê,446.9,100000000.0,0.03
Vald,446.5,100000000.0,0.04
Grace,446.1,100000000.0,0.07
Alligatoah,445.7,,0.07
Chance the Rapper,445.4,100000000.0,0.05
Sugarland,442.3,100000000.0,0.07
Salmo,439.7,,0.09
Konshens,439.7,100000000.0,0.06
Ofenbach,439.2,200000000.0,0.08
Whitesnake,438.0,200000000.0,0.09
Eve,437.8,100000000.0,0.16
Simple Minds,434.8,100000000.0,0.16
Rob Zombie,433.3,100000000.0,0.13
Lalo Ebratt,431.7,100000000.0,0.06
Paloma Faith,430.3,100000000.0,0.37
Güliz Ayla,428.1,200000000.0,0.05
Francesco Gabbani,427.9,100000000.0,0.03
Yinglee Srijumpol,427.3,100000000.0,0.04
Banda Vingadora,426.1,100000000.0,0.05
Chung Ha,424.7,,0.05
December Avenue,424.0,200000000.0,0.13
Jojo Maronttinni,423.0,100000000.0,0.03
Aaliyah,422.4,,0.03
Skylar Grey,421.7,100000000.0,0.06
K-Ci & JoJo,420.4,100000000.0,0.11
Jay Rock,419.6,100000000.0,0.05
Tyrese,418.8,100000000.0,0.14
Maejor Ali,418.3,100000000.0,0.03
Anastacia,417.9,,0.13
Elettra Lamborghini,417.1,100000000.0,0.05
Onze:20,416.1,,0.04
Janet Jackson,416.0,,0.21
Rei,414.9,100000000.0,0.88
Lil' Kleine,413.2,,0.03
Veysel,412.2,,0.06
Toygar Işıklı,411.2,100000000.0,0.11
Route 94,410.2,100000000.0,0.11
Sheck Wes,409.6,100000000.0,0.1
3OH!3,409.4,100000000.0,0.03
P-HOT,408.5,100000000.0,0.05
Aastha Gill,404.9,100000000.0,0.13
Counting Crows,401.9,100000000.0,0.13
Max Pezzali,400.7,,0.12
Bella Thorne,400.4,100000000.0,0.02
Cher,400.0,100000000.0,0.4
Eypio,399.1,100000000.0,0.06
Metro Boomin,398.6,,1.0
Tokio Hotel,398.4,,0.05
Vanessa Carlton,397.9,100000000.0,0.09
Eva Simons,396.7,100000000.0,0.04
Łobuzy,396.5,200000000.0,0.11
Mario Bautista,395.8,100000000.0,0.08
Village People,395.6,100000000.0,0.07
Example,394.5,100000000.0,0.04
Thegiornalisti,394.3,100000000.0,0.07
Massive Attack,394.0,,0.08
Tom Petty,393.4,100000000.0,0.12
Sarah Connor,391.6,,0.08
Emeli Sandé,391.6,,0.04
Grebz,390.1,100000000.0,0.04
Lamyai Haithongkham,390.0,100000000.0,0.02
Infinite,388.1,,0.04
The Band Perry,387.9,100000000.0,0.05
MC Tati Zaqui,387.8,,0.02
Shivam Pathak,385.5,100000000.0,0.1
Lifehouse,384.7,100000000.0,0.06
Azealia Banks,383.3,100000000.0,0.03
VIXX,382.6,,0.03
Normani,382.0,200000000.0,0.14
Lupe Fiasco,381.8,100000000.0,0.04
Nargiz,381.2,100000000.0,0.05
Natalie Imbruglia,380.2,100000000.0,0.11
Jazmine Sullivan,378.7,,0.17
Thepparit Imsudsumran,377.4,100000000.0,0.03
Nek,373.9,100000000.0,0.1
Vitaa,373.6,100000000.0,0.07
Kavinsky,371.0,100000000.0,0.08
American Authors,369.2,100000000.0,0.05
Dosseh,367.9,,0.04
James Morrison,367.5,100000000.0,0.04
Namika,367.4,100000000.0,0.05
La Ley,367.0,100000000.0,0.08
Gesu no Kiwami Otome,366.1,,0.03
Kelsea Ballerini,365.9,,0.09
Tom and Angela,365.1,100000000.0,0.01
K.Will,364.5,100000000.0,0.09
Giorgia,363.7,,0.05
Woodkid,363.1,100000000.0,0.08
Beck,361.9,100000000.0,0.08
Bomfunk MC's,361.5,100000000.0,0.12
Enigma,360.2,100000000.0,0.11
Gnarls Barkley,358.1,200000000.0,0.24
Alice Cooper,358.0,100000000.0,0.08
Guru Josh,357.7,100000000.0,0.1
Matt Hunter,357.7,100000000.0,0.02
Alice Merton,357.1,100000000.0,0.08
Cassie,356.8,100000000.0,0.1
Seeed,356.5,,0.06
Bad Meets Evil,353.9,200000000.0,0.06
Marc Seguí,353.6,100000000.0,0.29
Rebecca Black,353.6,100000000.0,0.02
Ruth B,353.5,100000000.0,0.11
London Grammar,352.9,,0.09
Priyanka Chopra,351.9,100000000.0,0.05
RUN-DMC,350.9,100000000.0,0.09
Arizona Zervas,350.8,100000000.0,0.1
Warren G,350.7,100000000.0,0.1
Mika Singh,350.3,100000000.0,0.08
Margaret,349.8,,0.04
Twister El Rey,347.7,100000000.0,0.04
Technotronic,347.1,100000000.0,0.12
Kate Bush,346.2,100000000.0,0.26
Gianluca Vacchi,345.6,100000000.0,0.03
Hurts,343.4,,0.05
Amy Macdonald,340.6,100000000.0,0.12
Farid Bang,340.5,,0.04
Claudio Capéo,339.4,100000000.0,0.07
Sage The Gemini,339.0,200000000.0,0.02
Icona Pop,336.9,100000000.0,0.05
Apocalyptica,335.4,,0.12
Ketsumeishi,335.0,200000000.0,0.06
MC João,331.9,100000000.0,0.03
Superfly,329.9,100000000.0,0.07
Lena,329.0,,0.03
Tacabro,326.7,200000000.0,0.05
Yohani,326.4,100000000.0,0.07
Sukima Switch,325.8,100000000.0,0.06
Natasha Bedingfield,323.2,100000000.0,0.06
Janelle Monáe,320.7,,0.04
Wagakki Band,319.8,100000000.0,0.04
Feder,318.0,200000000.0,0.06
CLC,317.5,,0.03
Klingande,316.4,100000000.0,0.02
Ryan Higa,314.0,,0.01
Adel Tawil,312.8,,0.04
Echosmith,312.5,100000000.0,0.05
Misia,311.8,,0.08
Alien Ant Farm,311.5,100000000.0,0.11
Wyclef Jean,310.9,200000000.0,0.09
Cee Lo Green,310.2,100000000.0,0.03
Ronnie Flex,307.2,,0.02
Evaluna Montaner,306.5,200000000.0,0.03
Paolo Nutini,306.1,,0.06
Robyn,306.0,,0.04
Claudia Leitte,305.4,,0.03
Elle King,304.5,100000000.0,0.1
Salt-N-Pepa,304.3,200000000.0,0.08
Vanessa Hudgens,303.0,100000000.0,0.01
Lykke Li,302.5,,0.03
Ashley Tisdale,302.5,,0.01
Francesco Renga,302.1,,0.03
Jidenna,301.4,,0.03
MC Gui,301.3,,0.01
Rednex,300.6,100000000.0,0.13
Belinda,299.8,,0.06
Die Toten Hosen,297.7,,0.08
Pacheco,295.6,100000000.0,0.02
Ermal Meta,294.6,,0.04
Shontelle,293.7,100000000.0,0.04
The Veronicas,293.5,100000000.0,0.05
Israel Novaes,293.3,,0.02
The-Dream,292.2,,0.06
Olexesh,290.8,100000000.0,0.04
Manu Gavassi,289.6,,0.02
DJ Sem,288.6,100000000.0,0.02
Gianluca Grignani,287.2,100000000.0,0.34
Flower,287.1,,0.06
Bausa,286.0,100000000.0,0.04
Hooverphonic,285.6,100000000.0,0.1
Trịnh Đình Quang,285.1,100000000.0,0.02
Kelis,284.3,,0.06
Near,283.2,100000000.0,0.04
O-Zone,282.7,100000000.0,0.12
Robert Miles,282.1,100000000.0,0.1
Chyno Miranda,281.9,100000000.0,0.02
Afroman,280.8,100000000.0,0.11
Aloe Blacc,280.0,,0.03
Estelle,279.8,100000000.0,0.08
Kardinal Offishall,279.5,100000000.0,0.09
Brandon Beal,279.5,100000000.0,0.05
BoA,279.3,,0.05
Cleopatra Stratan,278.9,,0.08
Stereoact,277.7,100000000.0,0.03
Veysel Mutlu,277.4,100000000.0,0.03
Isyana Sarasvati,276.4,100000000.0,0.05
Jeff Buckley,273.4,100000000.0,0.05
Plain White T's,272.2,,0.03
Darude,270.2,100000000.0,0.06
N.E.R.D,268.5,100000000.0,0.03
Natalie La Rose,268.4,100000000.0,0.02
MCs Pikeno e Menor,268.4,100000000.0,0.0
Midnight Oil,267.3,100000000.0,0.08
Charly Black,266.2,,0.05
Daniel Powter,266.0,100000000.0,0.07
Arcade Fire,265.1,,0.05
Hunter Hayes,264.7,,0.04
Anastasija Ražnatović,264.6,,0.03
Faithless,264.1,100000000.0,0.16
Doğukan Manço,264.1,100000000.0,0.02
After School,261.1,100000000.0,0.08
Paweł Domagała,259.8,100000000.0,0.03
Marteria,258.7,,0.02
Kristína,258.3,,0.02
Anahí,256.1,,0.11
Phillip Phillips,254.8,100000000.0,0.04
NU'EST,253.4,100000000.0,0.04
Clementino,253.4,,0.02
Ayse Hatun Önal,252.0,100000000.0,0.02
David Bowie,251.9,,0.05
Cobra Starship,251.2,100000000.0,0.02
Spyair,249.3,,0.05
Ella Henderson,248.1,100000000.0,0.02
Wheatus,246.4,100000000.0,0.08
Hanson,244.0,100000000.0,0.05
Dev,243.8,,0.01
B.A.P,242.6,,0.02
Francesca Michielin,241.2,,0.03
Nick Cave & The Bad Seeds,240.2,,0.07
Hoa Vinh,239.2,100000000.0,0.12
Kiiara,237.8,100000000.0,0.04
Mylène Farmer,237.6,,0.09
Ayaka,237.2,,0.03
Tay Zonday,236.3,100000000.0,0.01
Giusy Ferreri,234.7,,0.04
Alle Farben,233.5,,0.02
I LOVE MAKONNEN,233.2,100000000.0,0.04
Marvin Gaye,233.0,100000000.0,0.08
Paul McCartney,232.4,,0.1
Max Gazzè,232.3,,0.03
Kwabs,232.0,100000000.0,0.03
Cesare Cremonini,231.4,,0.06
Ráfaga,230.4,,0.05
Yeah Yeah Yeahs,230.3,,0.08
Ghetto Phénomène,230.1,100000000.0,0.02
Willow Smith,230.0,100000000.0,0.1
MC Lon,229.3,,0.02
La Joaqui,229.1,,1.75
Martin Tungevaag,227.6,100000000.0,0.02
Glasperlenspiel,226.6,100000000.0,0.03
Daya,222.6,,0.02
HAIM,220.4,,0.03
Max Giesinger,219.7,,0.03
amazarashi,219.6,,0.05
Gestört aber GeiL,219.2,,0.02
Alex Mica,217.4,100000000.0,0.02
GloRilla,216.5,,0.86
Steps,215.4,,0.11
Juan Karlos,213.4,100000000.0,0.04
Xantos,212.7,100000000.0,0.03
David Archuleta,212.6,100000000.0,0.04
Pardison Fontaine,210.2,100000000.0,0.04
Soul Asylum,209.5,100000000.0,0.07
Crayon Pop,208.6,,0.02
Dulce María,207.3,,0.03
Loreen,207.3,100000000.0,0.03
MC Bin Laden,206.4,100000000.0,0.01
Valesca Popozuda,206.0,100000000.0,0.02
Snakehips,205.9,,0.02
Pietro Lombardi,204.1,,0.02
Duffy,203.2,,0.02
Psirico,201.1,100000000.0,0.04
Alex Clare,200.8,,0.02
The Avener,200.5,,0.04
